temp,time_of_day,weather,weekend,traffic_volume,traffic_volume_category
warm,afternoon,clear,0,6617,very_high_volume
warm,afternoon,clear,0,6164,very_high_volume
warm,evening,clear,0,4569,high_volume
warm,evening,clear,0,3030,medium_volume
mild,evening,clear,0,2871,medium_volume
mild,evening,clear,0,2186,medium_volume
mild,evening,clear,0,1339,medium_volume
mild,morning,clouds,0,5346,very_high_volume
warm,morning,clear,0,4715,high_volume
warm,afternoon,clouds,0,5779,very_high_volume
warm,afternoon,clear,0,5980,very_high_volume
warm,afternoon,clouds,0,6301,very_high_volume
warm,afternoon,clouds,0,6131,very_high_volume
warm,afternoon,clear,0,5403,very_high_volume
mild,evening,clear,0,1927,medium_volume
mild,night,clear,0,382,low_volume
mild,night,mist,0,831,low_volume
mild,morning,mist,0,1212,medium_volume
mild,morning,clear,0,1464,medium_volume
mild,morning,clouds,0,1766,medium_volume
warm,morning,clouds,0,2451,medium_volume
warm,morning,clouds,0,3144,medium_volume
warm,morning,clouds,0,3331,medium_volume
warm,afternoon,clouds,0,3509,high_volume
warm,afternoon,rain,0,3654,high_volume
warm,afternoon,clouds,0,3482,high_volume
warm,afternoon,clouds,0,3148,medium_volume
warm,afternoon,clouds,0,2902,medium_volume
warm,afternoon,clear,0,2802,medium_volume
warm,evening,clear,0,2676,medium_volume
warm,evening,clear,0,2559,medium_volume
warm,evening,clear,0,2502,medium_volume
warm,evening,clear,0,2269,medium_volume
warm,evening,clear,0,3532,high_volume
warm,evening,clear,0,2694,medium_volume
warm,night,rain,1,1471,medium_volume
warm,night,clear,1,319,low_volume
mild,night,clear,1,623,low_volume
warm,morning,clouds,1,1118,low_volume
warm,morning,clear,1,1452,medium_volume
warm,morning,clear,1,2019,medium_volume
warm,morning,clear,1,2775,medium_volume
warm,morning,clear,1,3338,medium_volume
warm,morning,clear,1,3871,high_volume
warm,afternoon,clouds,1,4027,high_volume
warm,afternoon,clouds,1,3829,high_volume
warm,afternoon,clouds,1,3933,high_volume
warm,afternoon,clear,1,3666,high_volume
warm,afternoon,clouds,1,3402,high_volume
warm,afternoon,clear,1,3247,medium_volume
warm,evening,clear,1,3208,medium_volume
warm,evening,clouds,1,2856,medium_volume
warm,evening,clear,1,2711,medium_volume
warm,evening,clear,1,2751,medium_volume
warm,evening,clear,1,2578,medium_volume
warm,evening,clear,1,2363,medium_volume
warm,night,clear,1,1345,medium_volume
warm,night,clear,1,711,low_volume
warm,night,clouds,1,680,low_volume
warm,night,clouds,1,412,low_volume
warm,night,rain,1,313,low_volume
warm,night,mist,1,313,low_volume
warm,night,mist,1,483,low_volume
warm,night,rain,1,483,low_volume
warm,morning,rain,1,790,low_volume
warm,morning,mist,1,790,low_volume
warm,morning,rain,1,954,low_volume
warm,morning,mist,1,954,low_volume
warm,morning,rain,1,954,low_volume
warm,morning,mist,1,954,low_volume
warm,morning,rain,1,1449,medium_volume
warm,morning,mist,1,1449,medium_volume
warm,morning,rain,1,2253,medium_volume
warm,morning,mist,1,2253,medium_volume
warm,morning,mist,1,2941,medium_volume
warm,morning,mist,1,3529,high_volume
warm,afternoon,other,1,4178,high_volume
warm,afternoon,clouds,1,3919,high_volume
hot,afternoon,clear,1,4151,high_volume
hot,afternoon,clear,1,4132,high_volume
hot,afternoon,clouds,1,3956,high_volume
hot,afternoon,clear,1,3889,high_volume
hot,evening,clear,1,3800,high_volume
warm,evening,clear,1,3505,high_volume
warm,evening,clear,1,3073,medium_volume
warm,evening,clear,1,3027,medium_volume
warm,evening,clear,1,2052,medium_volume
warm,evening,clear,1,1335,medium_volume
warm,night,clear,0,774,low_volume
warm,night,clear,0,544,low_volume
warm,night,clear,0,345,low_volume
warm,night,clear,0,395,low_volume
mild,night,clear,0,870,low_volume
mild,night,clear,0,2830,medium_volume
mild,morning,clear,0,5522,very_high_volume
warm,morning,clear,0,6136,very_high_volume
warm,morning,clear,0,5766,very_high_volume
warm,morning,clear,0,4917,high_volume
warm,morning,clear,0,4353,high_volume
warm,morning,clouds,0,4602,high_volume
warm,afternoon,clouds,0,4899,high_volume
warm,afternoon,other,0,4851,high_volume
warm,afternoon,other,0,5278,very_high_volume
warm,afternoon,clouds,0,5718,very_high_volume
warm,afternoon,rain,0,6557,very_high_volume
warm,afternoon,other,0,6234,very_high_volume
warm,evening,rain,0,4063,high_volume
warm,evening,other,0,4063,high_volume
warm,evening,mist,0,4063,high_volume
warm,evening,rain,0,3106,medium_volume
warm,evening,rain,0,2521,medium_volume
warm,evening,clouds,0,2261,medium_volume
mild,evening,rain,0,1771,medium_volume
mild,evening,rain,0,1089,low_volume
mild,evening,other,0,1089,low_volume
mild,night,clouds,0,648,low_volume
mild,night,rain,0,380,low_volume
mild,night,rain,0,318,low_volume
mild,night,rain,0,379,low_volume
mild,night,rain,0,842,low_volume
mild,night,clear,0,3011,medium_volume
mild,morning,rain,0,6460,very_high_volume
mild,morning,clouds,0,6323,very_high_volume
mild,morning,clear,0,5162,very_high_volume
warm,morning,clouds,0,4656,high_volume
warm,morning,clouds,0,4947,very_high_volume
warm,afternoon,clouds,0,5170,very_high_volume
warm,afternoon,clouds,0,5219,very_high_volume
warm,afternoon,clouds,0,5507,very_high_volume
warm,afternoon,clouds,0,5964,very_high_volume
warm,afternoon,rain,0,6705,very_high_volume
warm,afternoon,clouds,0,6653,very_high_volume
warm,evening,clouds,0,4817,high_volume
warm,evening,rain,0,3658,high_volume
warm,evening,clear,0,3114,medium_volume
warm,evening,clear,0,2748,medium_volume
mild,evening,rain,0,2074,medium_volume
mild,evening,clouds,0,1202,medium_volume
mild,night,clouds,0,676,low_volume
mild,night,rain,0,424,low_volume
mild,night,rain,0,304,low_volume
mild,night,rain,0,408,low_volume
mild,night,rain,0,881,low_volume
mild,night,clouds,0,3063,medium_volume
mild,morning,clouds,0,5831,very_high_volume
mild,morning,rain,0,6817,very_high_volume
mild,morning,clouds,0,6420,very_high_volume
mild,morning,clouds,0,5193,very_high_volume
warm,morning,clear,0,4761,high_volume
warm,morning,clear,0,4918,high_volume
warm,afternoon,clear,0,5249,very_high_volume
warm,afternoon,rain,0,5286,very_high_volume
warm,afternoon,clouds,0,5627,very_high_volume
warm,afternoon,clear,0,5873,very_high_volume
warm,afternoon,clouds,0,6659,very_high_volume
warm,afternoon,clouds,0,6495,very_high_volume
warm,evening,clouds,0,5105,very_high_volume
warm,evening,clouds,0,3671,high_volume
warm,evening,clear,0,3447,high_volume
warm,evening,clear,0,3055,medium_volume
mild,evening,clear,0,2373,medium_volume
mild,evening,clear,0,1482,medium_volume
mild,night,clear,0,818,low_volume
mild,night,clear,0,517,low_volume
mild,night,clear,0,404,low_volume
mild,night,clear,0,453,low_volume
mild,night,mist,0,1067,low_volume
mild,night,mist,0,3088,medium_volume
mild,morning,clear,0,5587,very_high_volume
mild,morning,clear,0,6637,very_high_volume
mild,morning,clouds,0,6355,very_high_volume
warm,morning,clouds,0,5116,very_high_volume
warm,morning,clear,0,4702,high_volume
warm,morning,clouds,0,4926,high_volume
warm,afternoon,clouds,0,5244,very_high_volume
warm,afternoon,clouds,0,5319,very_high_volume
warm,afternoon,other,0,5734,very_high_volume
warm,afternoon,clouds,0,5962,very_high_volume
warm,afternoon,other,0,6766,very_high_volume
warm,afternoon,clouds,0,6530,very_high_volume
warm,evening,clouds,0,4960,very_high_volume
warm,evening,clouds,0,3600,high_volume
warm,evening,clouds,0,3317,medium_volume
warm,evening,clouds,0,3138,medium_volume
warm,evening,clouds,0,2534,medium_volume
warm,evening,rain,0,1405,medium_volume
warm,night,rain,0,839,low_volume
warm,night,rain,0,487,low_volume
warm,night,rain,0,434,low_volume
warm,night,clouds,0,445,low_volume
warm,night,rain,0,796,low_volume
warm,night,other,0,796,low_volume
warm,night,other,0,796,low_volume
warm,night,other,0,2822,medium_volume
warm,night,rain,0,2822,medium_volume
warm,morning,rain,0,6069,very_high_volume
warm,morning,other,0,6069,very_high_volume
mild,morning,rain,0,5144,very_high_volume
mild,morning,other,0,5144,very_high_volume
mild,morning,mist,0,5144,very_high_volume
warm,morning,rain,0,4792,high_volume
warm,morning,other,0,4792,high_volume
warm,morning,mist,0,4792,high_volume
warm,morning,other,0,4792,high_volume
mild,morning,rain,0,4711,high_volume
mild,morning,mist,0,4711,high_volume
mild,morning,other,0,4711,high_volume
warm,morning,rain,0,5177,very_high_volume
warm,afternoon,rain,0,5780,very_high_volume
warm,afternoon,mist,0,5780,very_high_volume
warm,afternoon,rain,0,5374,very_high_volume
warm,afternoon,clouds,0,5790,very_high_volume
warm,afternoon,clouds,0,6222,very_high_volume
warm,afternoon,rain,0,6558,very_high_volume
warm,afternoon,clouds,0,5748,very_high_volume
warm,evening,clouds,0,4658,high_volume
warm,evening,rain,0,3551,high_volume
warm,evening,clouds,0,3089,medium_volume
warm,evening,clouds,0,3047,medium_volume
warm,evening,clouds,0,2764,medium_volume
warm,evening,mist,0,2141,medium_volume
warm,night,mist,1,1465,medium_volume
warm,night,mist,1,895,low_volume
warm,night,other,1,895,low_volume
warm,night,other,1,650,low_volume
warm,night,other,1,518,low_volume
warm,night,mist,1,487,low_volume
warm,night,other,1,487,low_volume
warm,night,mist,1,963,low_volume
warm,night,other,1,963,low_volume
warm,morning,mist,1,1520,medium_volume
warm,morning,mist,1,2048,medium_volume
warm,morning,mist,1,2803,medium_volume
warm,morning,rain,1,2803,medium_volume
warm,morning,mist,1,3336,medium_volume
warm,morning,rain,1,3336,medium_volume
warm,morning,mist,1,3748,high_volume
warm,morning,rain,1,3748,high_volume
warm,morning,mist,1,4144,high_volume
warm,morning,other,1,4144,high_volume
warm,morning,other,1,4144,high_volume
warm,afternoon,mist,1,4334,high_volume
warm,afternoon,rain,1,4334,high_volume
warm,afternoon,rain,1,4373,high_volume
warm,afternoon,rain,1,4426,high_volume
warm,afternoon,other,1,4426,high_volume
warm,afternoon,mist,1,4426,high_volume
warm,afternoon,other,1,4426,high_volume
warm,afternoon,rain,1,4578,high_volume
warm,afternoon,mist,1,4578,high_volume
warm,afternoon,rain,1,4419,high_volume
warm,afternoon,rain,1,4377,high_volume
warm,evening,clouds,1,4172,high_volume
warm,evening,clear,1,3323,medium_volume
warm,evening,clear,1,2861,medium_volume
warm,evening,rain,1,2838,medium_volume
warm,evening,rain,1,2904,medium_volume
warm,evening,rain,1,2233,medium_volume
mild,night,rain,1,1489,medium_volume
mild,night,rain,1,879,low_volume
mild,night,clouds,1,694,low_volume
mild,night,clouds,1,449,low_volume
mild,night,rain,1,353,low_volume
mild,night,clear,1,580,low_volume
mild,morning,clear,1,980,low_volume
mild,morning,clear,1,1502,medium_volume
mild,morning,clear,1,2240,medium_volume
mild,morning,clear,1,3099,medium_volume
warm,morning,clear,1,3608,high_volume
warm,morning,clear,1,4140,high_volume
warm,afternoon,clear,1,4577,high_volume
warm,afternoon,rain,1,4833,high_volume
warm,afternoon,clouds,1,4433,high_volume
warm,afternoon,clouds,1,4070,high_volume
warm,afternoon,clouds,1,4182,high_volume
warm,afternoon,rain,1,4338,high_volume
warm,evening,clear,1,3733,high_volume
warm,evening,clear,1,3209,medium_volume
warm,evening,clouds,1,3097,medium_volume
warm,evening,clouds,1,2723,medium_volume
mild,evening,clouds,1,2049,medium_volume
mild,evening,clouds,1,1309,medium_volume
mild,night,clouds,0,705,low_volume
mild,night,clouds,0,453,low_volume
mild,night,clouds,0,333,low_volume
mild,night,clouds,0,424,low_volume
mild,night,clear,0,893,low_volume
mild,night,clouds,0,2937,medium_volume
mild,morning,clouds,0,5838,very_high_volume
mild,morning,rain,0,6032,very_high_volume
mild,morning,clouds,0,6191,very_high_volume
mild,morning,clouds,0,5077,very_high_volume
mild,morning,clouds,0,4546,high_volume
mild,morning,clouds,0,4767,high_volume
mild,afternoon,clouds,0,5057,very_high_volume
mild,afternoon,rain,0,6062,very_high_volume
mild,afternoon,rain,0,6763,very_high_volume
mild,afternoon,rain,0,6260,very_high_volume
mild,evening,rain,0,4494,high_volume
mild,evening,rain,0,3268,medium_volume
mild,evening,rain,0,2929,medium_volume
mild,evening,mist,0,2929,medium_volume
mild,evening,rain,0,2263,medium_volume
mild,evening,clouds,0,1816,medium_volume
mild,evening,clouds,0,1105,low_volume
mild,night,clouds,0,639,low_volume
mild,night,clouds,0,386,low_volume
mild,night,clouds,0,336,low_volume
mild,night,clouds,0,412,low_volume
mild,night,clouds,0,922,low_volume
mild,night,clouds,0,3021,medium_volume
mild,morning,clouds,0,5724,very_high_volume
mild,morning,clouds,0,6610,very_high_volume
mild,morning,clouds,0,6055,very_high_volume
mild,morning,clouds,0,5332,very_high_volume
mild,morning,clouds,0,4573,high_volume
mild,morning,clouds,0,5008,very_high_volume
mild,afternoon,clouds,0,5332,very_high_volume
warm,afternoon,clouds,0,5353,very_high_volume
warm,afternoon,clouds,0,5726,very_high_volume
warm,afternoon,clouds,0,6011,very_high_volume
warm,afternoon,clouds,0,7090,very_high_volume
warm,afternoon,clouds,0,6361,very_high_volume
warm,evening,clouds,0,4465,high_volume
warm,evening,clouds,0,3458,high_volume
warm,evening,clouds,0,3108,medium_volume
mild,evening,clear,0,2801,medium_volume
mild,evening,clouds,0,2073,medium_volume
mild,evening,clear,0,1258,medium_volume
mild,night,clear,0,784,low_volume
mild,night,clear,0,463,low_volume
mild,night,clear,0,350,low_volume
mild,night,clear,0,403,low_volume
mild,night,clear,0,934,low_volume
mild,night,clear,0,3065,medium_volume
mild,morning,clear,0,5722,very_high_volume
mild,morning,clouds,0,6552,very_high_volume
mild,morning,clouds,0,5757,very_high_volume
mild,morning,clear,0,5528,very_high_volume
warm,morning,clear,0,4738,high_volume
warm,morning,clear,0,4982,very_high_volume
warm,afternoon,clouds,0,5334,very_high_volume
warm,afternoon,clouds,0,5168,very_high_volume
warm,afternoon,clouds,0,5539,very_high_volume
warm,afternoon,clouds,0,6011,very_high_volume
warm,afternoon,clouds,0,6852,very_high_volume
warm,afternoon,clouds,0,6483,very_high_volume
warm,evening,clouds,0,4893,high_volume
warm,evening,clouds,0,3606,high_volume
warm,evening,clouds,0,3217,medium_volume
mild,evening,clear,0,2911,medium_volume
mild,evening,clear,0,2117,medium_volume
mild,evening,clear,0,1289,medium_volume
mild,night,clear,0,747,low_volume
mild,night,clear,0,451,low_volume
mild,night,rain,0,333,low_volume
mild,night,rain,0,428,low_volume
mild,night,clear,0,886,low_volume
mild,night,mist,0,2998,medium_volume
mild,morning,mist,0,5907,very_high_volume
mild,morning,clouds,0,6665,very_high_volume
mild,morning,clouds,0,6332,very_high_volume
mild,morning,clouds,0,5227,very_high_volume
warm,morning,clouds,0,4687,high_volume
warm,morning,clear,0,4937,very_high_volume
warm,afternoon,clouds,0,5433,very_high_volume
warm,afternoon,clear,0,5333,very_high_volume
warm,afternoon,clouds,0,5766,very_high_volume
warm,afternoon,clouds,0,6113,very_high_volume
warm,afternoon,clouds,0,6628,very_high_volume
warm,afternoon,clouds,0,6266,very_high_volume
warm,evening,clouds,0,5099,very_high_volume
warm,evening,clouds,0,3592,high_volume
warm,evening,clouds,0,3306,medium_volume
warm,evening,clear,0,3054,medium_volume
warm,evening,clear,0,2401,medium_volume
mild,evening,clear,0,1469,medium_volume
mild,night,clear,0,822,low_volume
mild,night,clear,0,452,low_volume
mild,night,clear,0,381,low_volume
mild,night,clear,0,425,low_volume
mild,night,clear,0,898,low_volume
mild,night,clear,0,2776,medium_volume
mild,morning,clear,0,5573,very_high_volume
mild,morning,clouds,0,6315,very_high_volume
mild,morning,clouds,0,5658,very_high_volume
mild,morning,clouds,0,5325,very_high_volume
warm,morning,clouds,0,4958,very_high_volume
warm,morning,clouds,0,5189,very_high_volume
warm,afternoon,clouds,0,5829,very_high_volume
warm,afternoon,clouds,0,5662,very_high_volume
warm,afternoon,clouds,0,5769,very_high_volume
warm,afternoon,clouds,0,6139,very_high_volume
warm,afternoon,clouds,0,6338,very_high_volume
warm,afternoon,clouds,0,5742,very_high_volume
warm,evening,clouds,0,4883,high_volume
warm,evening,clouds,0,3807,high_volume
warm,evening,clouds,0,2998,medium_volume
warm,evening,clouds,0,2883,medium_volume
warm,evening,clouds,0,2677,medium_volume
warm,evening,clouds,0,2275,medium_volume
warm,night,clouds,1,1344,medium_volume
warm,night,clear,1,847,low_volume
warm,night,rain,1,763,low_volume
warm,night,rain,1,498,low_volume
mild,night,clouds,1,519,low_volume
mild,night,clouds,1,940,low_volume
mild,morning,clouds,1,1485,medium_volume
mild,morning,clouds,1,2163,medium_volume
warm,morning,clouds,1,2958,medium_volume
warm,morning,clouds,1,3900,high_volume
warm,morning,clouds,1,4254,high_volume
warm,morning,clouds,1,4407,high_volume
warm,afternoon,clouds,1,4572,high_volume
warm,afternoon,clouds,1,4697,high_volume
warm,afternoon,rain,1,4946,very_high_volume
warm,afternoon,clouds,1,4839,high_volume
warm,afternoon,rain,1,4928,high_volume
warm,afternoon,clouds,1,4859,high_volume
warm,evening,clouds,1,4322,high_volume
warm,evening,clouds,1,3542,high_volume
warm,evening,clouds,1,3140,medium_volume
warm,evening,clouds,1,2960,medium_volume
warm,evening,clouds,1,2735,medium_volume
warm,evening,clouds,1,2319,medium_volume
warm,night,clouds,1,1632,medium_volume
warm,night,clouds,1,1125,low_volume
warm,night,clouds,1,823,low_volume
warm,night,clouds,1,432,low_volume
warm,night,clouds,1,384,low_volume
warm,night,clouds,1,551,low_volume
warm,morning,clouds,1,922,low_volume
warm,morning,clouds,1,1139,low_volume
warm,morning,clouds,1,1881,medium_volume
warm,morning,clouds,1,2902,medium_volume
warm,morning,clouds,1,3692,high_volume
warm,morning,clouds,1,4187,high_volume
warm,afternoon,clouds,1,4682,high_volume
warm,afternoon,clouds,1,4394,high_volume
warm,afternoon,clouds,1,4451,high_volume
warm,afternoon,clouds,1,4337,high_volume
warm,afternoon,clouds,1,4471,high_volume
warm,afternoon,clouds,1,4261,high_volume
warm,evening,clouds,1,4030,high_volume
warm,evening,clouds,1,3484,high_volume
warm,evening,clouds,1,3245,medium_volume
warm,evening,clouds,1,2657,medium_volume
warm,evening,clouds,1,2091,medium_volume
warm,evening,clouds,1,1336,medium_volume
warm,night,clouds,0,773,low_volume
warm,night,clouds,0,592,low_volume
warm,night,clouds,0,380,low_volume
warm,night,clouds,0,391,low_volume
warm,night,clouds,0,961,low_volume
warm,night,clouds,0,2952,medium_volume
warm,morning,clouds,0,5657,very_high_volume
warm,morning,clouds,0,6741,very_high_volume
warm,morning,clouds,0,5813,very_high_volume
warm,morning,clouds,0,4911,high_volume
warm,morning,clouds,0,4525,high_volume
warm,morning,clouds,0,4698,high_volume
warm,afternoon,clouds,0,5153,very_high_volume
hot,afternoon,clouds,0,4859,high_volume
hot,afternoon,clouds,0,5459,very_high_volume
hot,afternoon,clouds,0,5871,very_high_volume
hot,afternoon,clouds,0,6426,very_high_volume
hot,afternoon,clouds,0,6341,very_high_volume
hot,evening,clouds,0,4651,high_volume
hot,evening,clouds,0,3601,high_volume
warm,evening,clouds,0,2730,medium_volume
warm,evening,clear,0,2460,medium_volume
warm,evening,clear,0,1777,medium_volume
warm,evening,clouds,0,1211,medium_volume
warm,night,clear,0,627,low_volume
warm,night,other,0,432,low_volume
warm,night,clouds,0,334,low_volume
warm,night,clouds,0,405,low_volume
warm,night,clear,0,901,low_volume
warm,night,mist,0,3022,medium_volume
warm,morning,clear,0,5588,very_high_volume
warm,morning,clouds,0,6211,very_high_volume
warm,morning,clouds,0,6078,very_high_volume
warm,morning,clouds,0,5263,very_high_volume
warm,morning,clouds,0,4607,high_volume
warm,morning,clouds,0,4907,high_volume
warm,afternoon,clouds,0,5067,very_high_volume
warm,afternoon,clouds,0,5192,very_high_volume
warm,afternoon,clouds,0,5416,very_high_volume
warm,afternoon,clouds,0,6123,very_high_volume
warm,afternoon,clouds,0,6865,very_high_volume
warm,afternoon,clouds,0,6597,very_high_volume
warm,evening,clouds,0,5173,very_high_volume
warm,evening,clouds,0,3510,high_volume
warm,evening,clouds,0,3070,medium_volume
warm,evening,clear,0,2806,medium_volume
warm,evening,clear,0,2037,medium_volume
warm,evening,clear,0,1235,medium_volume
warm,night,clear,0,684,low_volume
mild,night,clear,0,443,low_volume
mild,night,clear,0,341,low_volume
mild,night,rain,0,397,low_volume
mild,night,clear,0,971,low_volume
mild,night,clear,0,3068,medium_volume
mild,morning,clear,0,5767,very_high_volume
mild,morning,clouds,0,6511,very_high_volume
mild,morning,clouds,0,5999,very_high_volume
warm,morning,clouds,0,5297,very_high_volume
warm,morning,clouds,0,4913,high_volume
warm,morning,clouds,0,5611,very_high_volume
warm,afternoon,clouds,0,5442,very_high_volume
warm,afternoon,clouds,0,5426,very_high_volume
warm,afternoon,clouds,0,5610,very_high_volume
warm,afternoon,clouds,0,6085,very_high_volume
warm,afternoon,clouds,0,6609,very_high_volume
warm,afternoon,clouds,0,6293,very_high_volume
warm,evening,clouds,0,4872,high_volume
warm,evening,clouds,0,3639,high_volume
warm,evening,clouds,0,3135,medium_volume
warm,evening,clear,0,2867,medium_volume
mild,evening,clear,0,2083,medium_volume
mild,evening,clear,0,1325,medium_volume
mild,night,clear,0,698,low_volume
mild,night,clear,0,511,low_volume
mild,night,clear,0,349,low_volume
warm,night,clear,0,801,low_volume
warm,night,clear,0,542,low_volume
mild,night,clouds,0,430,low_volume
warm,night,clouds,0,466,low_volume
warm,night,other,0,866,low_volume
warm,night,rain,0,866,low_volume
mild,night,rain,0,2679,medium_volume
mild,night,other,0,2679,medium_volume
mild,night,mist,0,2679,medium_volume
mild,morning,rain,0,4972,very_high_volume
mild,morning,other,0,4972,very_high_volume
mild,morning,mist,0,4972,very_high_volume
mild,morning,rain,0,6000,very_high_volume
mild,morning,other,0,6000,very_high_volume
mild,morning,rain,0,5876,very_high_volume
mild,morning,rain,0,5118,very_high_volume
warm,morning,clouds,0,4669,high_volume
warm,afternoon,rain,0,5735,very_high_volume
warm,afternoon,clouds,0,5572,very_high_volume
warm,afternoon,clouds,0,5866,very_high_volume
warm,afternoon,clouds,0,6390,very_high_volume
warm,afternoon,clouds,0,6571,very_high_volume
warm,afternoon,rain,0,5901,very_high_volume
warm,evening,clouds,0,4859,high_volume
warm,evening,clouds,0,3692,high_volume
warm,evening,clouds,0,3041,medium_volume
warm,evening,clouds,0,2896,medium_volume
warm,evening,clouds,0,2756,medium_volume
warm,evening,clouds,0,2096,medium_volume
warm,night,clouds,1,1450,medium_volume
warm,night,clouds,1,873,low_volume
warm,night,clouds,1,664,low_volume
warm,night,clouds,1,462,low_volume
warm,night,clouds,1,460,low_volume
warm,night,mist,1,920,low_volume
warm,morning,mist,1,1574,medium_volume
warm,morning,mist,1,2070,medium_volume
warm,morning,mist,1,2798,medium_volume
warm,morning,clouds,1,3440,high_volume
warm,morning,clouds,1,3948,high_volume
warm,morning,clouds,1,4384,high_volume
warm,afternoon,clouds,1,4669,high_volume
warm,afternoon,clouds,1,4798,high_volume
warm,afternoon,clouds,1,4479,high_volume
warm,afternoon,clouds,1,4531,high_volume
warm,afternoon,clouds,1,4547,high_volume
warm,afternoon,clouds,1,4346,high_volume
warm,evening,clouds,1,3864,high_volume
warm,evening,clouds,1,3642,high_volume
warm,evening,clouds,1,3446,high_volume
warm,evening,clear,1,3576,high_volume
warm,evening,clear,1,3027,medium_volume
warm,evening,clouds,1,2466,medium_volume
warm,night,clouds,1,1341,medium_volume
warm,night,clear,1,997,low_volume
warm,night,clear,1,804,low_volume
mild,night,clear,1,376,low_volume
mild,night,clear,1,562,low_volume
mild,morning,clear,1,861,low_volume
mild,morning,clouds,1,1150,low_volume
mild,morning,clouds,1,1735,medium_volume
mild,morning,clouds,1,2734,medium_volume
warm,morning,clouds,1,3420,high_volume
warm,morning,rain,1,4128,high_volume
warm,afternoon,rain,1,4388,high_volume
warm,afternoon,rain,1,4403,high_volume
warm,afternoon,clouds,1,4350,high_volume
warm,afternoon,rain,1,4385,high_volume
warm,afternoon,rain,1,4468,high_volume
mild,morning,rain,0,5519,very_high_volume
warm,morning,clear,0,4996,very_high_volume
warm,morning,other,0,5273,very_high_volume
warm,afternoon,clear,0,5573,very_high_volume
warm,afternoon,clouds,0,5543,very_high_volume
warm,afternoon,clouds,0,5966,very_high_volume
warm,afternoon,clear,0,6151,very_high_volume
warm,afternoon,clear,0,6537,very_high_volume
warm,afternoon,clear,0,6317,very_high_volume
warm,evening,clear,0,4986,very_high_volume
warm,evening,clear,0,3773,high_volume
warm,evening,clear,0,3309,medium_volume
warm,evening,clear,0,3255,medium_volume
mild,evening,clear,0,2407,medium_volume
mild,evening,clear,0,1330,medium_volume
mild,night,clear,0,485,low_volume
mild,night,clear,0,330,low_volume
mild,night,clear,0,424,low_volume
mild,night,clear,0,984,low_volume
mild,night,clear,0,3154,medium_volume
mild,morning,clear,0,5633,very_high_volume
mild,morning,clouds,0,6739,very_high_volume
mild,morning,clear,0,6211,very_high_volume
warm,morning,clear,0,5577,very_high_volume
warm,morning,clear,0,4977,very_high_volume
warm,morning,clear,0,5333,very_high_volume
warm,afternoon,clear,0,5694,very_high_volume
warm,afternoon,clear,0,5832,very_high_volume
warm,afternoon,clear,0,6000,very_high_volume
warm,afternoon,clear,0,6161,very_high_volume
warm,afternoon,clear,0,6608,very_high_volume
warm,afternoon,clear,0,6526,very_high_volume
warm,evening,clear,0,5127,very_high_volume
warm,evening,clear,0,3929,high_volume
warm,evening,rain,0,3437,high_volume
warm,evening,clear,0,3222,medium_volume
warm,evening,clear,0,2610,medium_volume
mild,evening,rain,0,1641,medium_volume
mild,night,clear,0,875,low_volume
mild,night,clear,0,521,low_volume
mild,night,rain,0,380,low_volume
mild,night,mist,0,890,low_volume
mild,night,mist,0,2958,medium_volume
mild,morning,mist,0,5515,very_high_volume
mild,morning,mist,0,6479,very_high_volume
mild,morning,mist,0,5787,very_high_volume
warm,morning,clear,0,5363,very_high_volume
warm,morning,clear,0,5764,very_high_volume
warm,afternoon,clouds,0,5909,very_high_volume
warm,afternoon,clouds,0,6189,very_high_volume
warm,afternoon,clouds,0,6318,very_high_volume
warm,afternoon,clouds,0,6272,very_high_volume
warm,afternoon,clouds,0,6411,very_high_volume
warm,afternoon,rain,0,5586,very_high_volume
warm,evening,clouds,0,4948,very_high_volume
warm,evening,clouds,0,4063,high_volume
warm,evening,rain,0,3339,medium_volume
warm,evening,rain,0,3222,medium_volume
warm,evening,clouds,0,2748,medium_volume
mild,evening,mist,0,2322,medium_volume
mild,evening,other,0,2322,medium_volume
mild,night,other,1,1372,medium_volume
mild,night,mist,1,1372,medium_volume
mild,night,other,1,1024,low_volume
mild,night,mist,1,1024,low_volume
mild,night,other,1,1024,low_volume
mild,night,other,1,736,low_volume
mild,night,mist,1,736,low_volume
warm,morning,clear,1,3952,high_volume
warm,afternoon,clear,1,4444,high_volume
warm,afternoon,clear,1,4741,high_volume
warm,afternoon,clouds,1,4720,high_volume
warm,afternoon,clear,1,4723,high_volume
warm,afternoon,rain,1,4427,high_volume
warm,afternoon,clear,1,4441,high_volume
warm,evening,other,1,4222,high_volume
warm,evening,other,1,3598,high_volume
warm,evening,clouds,1,3298,medium_volume
warm,evening,rain,1,2899,medium_volume
warm,evening,rain,1,2043,medium_volume
warm,evening,clear,1,1195,medium_volume
warm,night,mist,0,687,low_volume
warm,night,clouds,0,479,low_volume
mild,night,mist,0,3104,medium_volume
mild,morning,mist,0,5592,very_high_volume
mild,morning,mist,0,6550,very_high_volume
warm,morning,mist,0,6069,very_high_volume
warm,morning,mist,0,5100,very_high_volume
warm,morning,rain,0,5100,very_high_volume
warm,morning,mist,0,4573,high_volume
warm,morning,rain,0,5090,very_high_volume
warm,afternoon,other,0,5274,very_high_volume
warm,afternoon,other,0,5240,very_high_volume
warm,afternoon,clouds,0,5596,very_high_volume
warm,afternoon,clear,0,5980,very_high_volume
